fileID|docID|sentID|sentence
20161102151459|33|116|走在超车道上突然发现前面有一辆迈腾停在超车道上(撞得面目全非)把我吓坏了，着急变道行车道，突然碾到了一个零件把我轮胎扎破了
20161102151459|33|117|车子向左倾斜，着急急刹往右边死打方向，最后还是停下来了
20161102151459|33|118|幸好没有什么事故，也没有受伤
20161102151459|33|119|然后给我心疼了半天啊
20161102151459|34|120|虽然开着没什么影响，但是总不是个事，怎么处理
20161102151459|34|121|求教
20161102151459|35|122|六档手动
20161102151459|35|123|后排有点倾斜度
20161102151459|35|124|价格放宽点
20161102151459|35|125|咬牙我就定了
20161102151459|35|126|三菱啊
20161102151459|35|127|哎
20161102151459|36|128|新车提回来，发现音响效果大失所望……虽然不是什么发烧友，但还是接受不了这样的效果
20161102151459|36|129|马上决定改装音响
20161102151459|36|130|什么都没咨询，直接跑去比较正规的音响改装店（全国连锁），芬朗的功放、喇叭、低音、加隔音
20161102151459|36|131|全套下来4600.话不多说，来看下改装过程
20161102151459|36|132|先来套整体配件图：?接下来就是拆得我肉痛的时刻：原车喇叭真的是纸糊的……所谓隔音也就是一张薄膜……坑爹……这样的配置怎么可能有好的效果……简直是不可能………………看来换是正确的…………也是必须的
20161102151459|36|133|接下来是安装过程：改装过程6小时，全程守候
20161102151459|36|134|恢复后完全看不出，也没有任何异响……证明一点：请相信专业
20161102151459|36|135|效果嘛，各有所好，在我看来，起码高中低音清晰……放个嗨曲效果确实是杠杠的
20161102151459|36|136|当然和那种几万的比，还是差蛮多的
20161102151459|36|137|呵呵
20161102151459|36|138|?个人认为，改装嘛，就是让自己喜欢，不管是价格还是效果，自己满意，觉得值就行了……?初来乍到，请多指教
20161102151459|36|139|?
20161102151459|37|140|本人在长沙，想下半年入手XC60，想请问（特别是长沙的）已经提车的车友们，你们订车到提车等了多长时间啊
20161102151459|37|141|感谢
20161102151459|38|142|今天开着开着车突然熄火?溜到路边再打火没反应?等了几分钟?又好了结果再开出不到1000米又熄火了?死活打不着火，转动钥匙一点响声都没有，仪表盘灯也不亮???叫来两个兄弟来推到路边几十米吧??停下一打?结果又着了?将就开回来了?是什么情况
20161102151459|38|143|今天车开到油表指示灯亮了，油到了底线才去加
20161102151459|38|144|没办法呀，，倒还能开??平时都是剩一格油就去加的
20161102151459|38|145|不知道有影响没有
20161102151459|39|146|看配置上，在6000转时有197n.m的最大扭矩，开始不相信以为整错了
20161102151459|39|147|结果到官-网一看，www.gmmc.com.cn/cpjs/index.shtml也写的是197,不知有哪位专家可以验证，这个扭矩已经相当牛了，自吸真有如此牛
20161102151459|40|148|有没有喜欢新款中网，我的是2012款的新款跟他换老款中网
20161102151459|41|149|1234567890
20161102151459|42|150|汽车行驶中D挡挂N挡滑行对车有伤害吗
20161102151459|43|151|跟大家请教一下
20161102151459|43|152|我的仪表台让孩子用刀子刮花掉了
20161102151459|43|153|要怎么弄啊
20161102151459|43|154|放香水座的那个整片的
20161102151459|43|155|划来划去的痕啊
20161102151459|44|156|呵呵，有点小惊喜
20161102151459|45|157|下午车展订车，5个人一起定的，65500，交车后再退3000，送车载吸尘器，地胶，1000元保养
20161102151459|46|158|你们的车里面空调压缩机的声音大吗?请关好门窗和音响,打开空调,调到一格风量.......我换了三次压缩机了,一直没有能解决这个问题,其中一个是今年的最新款.但是不安静性一直存在,虽不是太大,但是与新上手时差别还是蛮大的.如果行驶中不开音乐的话这响声还真有点折磨人啊.求对比指教,因马上就两年过保修了....
20161102151459|47|159|我的小白（国产标致3008??2.0潮流版）刚过完年订的，3月9日提车
20161102151459|47|160|把原订车的哥们顶掉了，因为加了装璜，所以4S店果断把车先给我了（那哥儿们～～对不起了）
20161102151459|47|161|?????刚看到这车时，确实叫我眼前一亮，很个性的外观与张场的前风挡
20161102151459|47|162|高雅的中控台非常具有吸引力，说实话这是我购买3008的最大理由
20161102151459|47|163|等了解全车的数据后会感到空间有些小，但座进去试了完全够用
20161102151459|47|164|费话不说，上图求认证四S店提车时我哥们非要露一小脸
20161102151459|47|165|笔名：王老五四S店的美女在给俺的小三擦灰这是俺的认证利器带家人上北坡玩时，晒晒我的小白上图是我家娃娃内饰真心话很漂亮，较高的中控台操作起来很顺手
20161102151459|47|166|只是烟灰缸位置有些偏后，对于抽烟的哥们来说有些别扭
20161102151459|47|167|后排空间看似短，但座上去后确实够用
20161102151459|47|168|脚垫建议别买黑色的，特别的不耐脏
20161102151459|47|169|在米其林店安装内置胎压监测器，很快
20161102151459|47|170|装完胎压监测器正好充氮气显示数据很准确，后经几家修理店测试都很准
20161102151459|47|171|现粘到驾驶位左侧出风口下方，电源线接到下方的接线盒里，正极接到CNN电源上，另一条下延接到刹车上的一颗螺丝上
20161102151459|47|172|开车时正好可以随时对各个轮胎的情况有掌控在外面的装璜店里贴膜（膜的好坏不说了，共2200元）贴膜的小师付真的很辛苦，从下午四点折腾到了晚上九点多
20161102151459|47|173|饭都木有吃～～～谢了
20161102151459|47|174|四S店里装的外侧踏板共2600元
20161102151459|47|175|后面有装外侧踏板的童鞋，记住一定要和他们说这些板必须调整好
20161102151459|47|176|后面的螺丝一定要顶到位，不然是虚的，经不住踩的
20161102151459|47|177|车主最好每个支撑都自已检查一下，切记～～～～（因第一次装完左侧松松夸夸的，后来又去四S店找了拆开后重新装，发现是支撑板的支撑螺丝没有顶到位而造成整体踏板也跟着松松的）装完效果真心不错～～～～呵呵呵
20161102151459|47|178|现在擦车也都踩上，很稳当
20161102151459|47|179|加装低音炮，需打开碟机这块有几个插头需要连接上
20161102151459|47|180|低音效果厚实了不少
20161102151459|47|181|找了个小点的，只要求有些低音就行，所以选这款可以放到副驾座位下面的
20161102151459|47|182|网上700~800元之间，实体店里装花了1300元
20161102151459|47|183|这个得在专业店里装，因为很多线需要连接
20161102151459|47|184|个人真心话没这能力
20161102151459|47|185|但记住内仓的朔料扣一定要叫他们装好，不然扣不紧门碗贴最好在外面装璜店里做，因为网上卖的那种是很薄的那种，而这种看着就很厚实，必须要用烤枪加热才能贴上去
20161102151459|47|186|有一点点专业
20161102151459|47|187|看个人操作能力了
20161102151459|47|188|朋友介绍改装了大灯，只开了一个晚上
20161102151459|47|189|感觉灯比原车灯亮了不少，就是有那么一两秒的启动时间
20161102151459|47|190|雾灯建议别换氙气灯，因为穿透力不好
20161102151459|47|191|必须还是安全第一
20161102151459|47|192|留一个原车的雾灯还是安全的
20161102151459|47|193|后面又加装了些乱七八糟的东西，有空了再一一上图
20161102151459|48|194|?听说要收政策，于是5个啥都不送就冲动的下了单，现在就是蛋疼的等车了，又想在这过程把流行的丝圈脚垫啊，贴膜啊，山寨IDRIVE，坐垫啊等等所有配套的东西掏好，请各位XDJM把认为好的珍藏贡献出来下啊
20161102151459|50|195|本月奇瑞的销量沿袭了传统销量的老格局,还是依靠QQ,瑞虎,E5,风云2等四款车型打天下.其他车型的销量少得可怜,有些车型的销量甚至可以忽略不计.奇瑞早就应该实行优生优育的政策了.奇瑞QQ:?12739瑞虎:??????10821奇瑞E5:??10388风云2:??????6211旗云2:?????1961旗云1;????1166奇瑞A1:??900奇瑞A3:??631瑞麒X1:?312瑞麒G3:?189威麟V5:?175瑞麒G5:?71开瑞优雅:62瑞麒G6:??40东方之子:14旗云3:????11旗云5:?????5威麟X5:??4
20161102151459|51|196|看了很久，对比了很久
20161102151459|51|197|下午终于订车了，成都地区不加价
20161102151459|52|198|今天哪位大仙去济南展会了，交流下价格，我打算13号去
20161102151459|53|199|赶紧起床干活了
20161102151459|54|200|昨天等人，时间久点，于是第一次把前排放倒小憩
20161102151459|54|201|开大音乐，打开天窗，酒饱饭足思那什么了
20161102151459|54|202|不由的开始想非非啦
20161102151459|54|203|大草原，某林荫小道，某午夜的CBD下，，看星星，数月亮，小甜甜
20161102151459|54|204|有点味道哦
20161102151459|54|205|前排放倒的妙处应该不少吧，大家总结下呗
20161102151459|54|206|上点图:最大程度绝对最佳
20161102151459|54|207|英雄有用武之地最可能的视角，你懂的可以长驱直入，大进大出，可以娇喘喂喂，泪光点点，可以乳燕归巢，猛虎下山，可以一切的可以，但是，小心按键，人人有责
20161102151459|55|208|????今天问了下翼博最新动态被告知加价1W3，还全部是装修
20161102151459|55|209|我真想草了，1W3装个小破车都赶上要给房子装修了，原本被告知加价8000全部是装修，想想我忍了，但是加1W3，我忍不下了，羡慕没有加价提车的兄台们，我还是买GX7吧
20161102151459|57|210|好吧，今天高高兴兴的把车提回来了，但是晚上弄车的时候，发现右后门不使大劲关门的话，关不严，有条缝
20161102151459|57|211|其他3个门没问题，有谁遇到过吗
20161102151459|57|212|怎么解决的
20161102151459|57|213|~求解
20161102151459|58|214|起亚K5保养手册推荐的机油型号，用什么型号机油
20161102151459|59|215|我安徽宣城的想买个小旋'但是不认识南京或者合肥的4S店在那里'谁能告诉我下地址感谢''''''
20161102151459|60|216|前几天与许多车友探讨了35的底盘装甲问题，得到许多建议，在此再次给予感谢
20161102151459|60|217|我曾说对韩国车底盘不放心，（其实还有其他些问题暂且不表），买车时由于急于用车且资金不足，购买了以前不在计划内的35，也是我的第二辆车
20161102151459|60|218|由于对韩国车的许多偷工减料的顾虑，特意关注了底盘，并想做底盘装甲
20161102151459|60|219|这几天关注和了解了底盘装甲的工艺流程，昨天终于完成了任务，但喷涂装甲过程中有两个发现，希望与各位车友共享，不妥之处请谅解，谢谢
20161102151459|60|220|发现1、当车被升降机升起来时，我发现底盘几乎没有以前所注意到的装甲喷涂，只有两块很小区域有，毕竟接触汽车有10年了，知道这样如果行车路况不好、雨水多的地方、冬季下雪撒融雪剂的路面等等，就有可能出现生锈情况
20161102151459|60|221|另外车弧内只有在未被塑料覆盖的区域有喷涂，拆下塑料衬板后，其他覆盖的区域就是铁皮，也许并不涉及腐蚀情况，但胎噪会很大
20161102151459|60|222|发现2、在原车底盘中间有一条排气管通过的凹槽通道，但我的35（2012款）排气管并不是从这里通过，而是从凹槽右侧通过，这无形中降低了排气管与地面的距离，刮碰的机会自然增多
20161102151459|60|223|不知是我的车这样，还是所有35都这样
20161102151459|60|224|也不知道原因是什么，因为从发动机仓下部引出来完全可以按原设计不知，只是增加一段管段长度而已
20161102151459|60|225|我不解为什么会是现在这样
20161102151459|60|226|我说出这两个发现，并不代表我后悔买35，因为这个价位的SUV毕竟不是高端车，其他配置仍吸引着许多在座的车友，我们所有35车友买了这个价位的车可能都早有一个清醒认识对吧
20161102151459|60|227|如果有更多的钱，我们也许就不会选35了
20161102151459|60|228|我今天说出这两个发现，只是希望35车友们关注下自己车，也许会有好处，仁者见仁智者见智，说错之处请谅解
20161102151459|60|229|忘记喷涂前取证了，只是用手机拍了几张施工过程中照片
20161102151459|60|230|注意到排气管左侧凹槽了吗
20161102151459|60|231|排气管要覆盖好，不能喷
20161102151459|60|232|轮弧内需要拆除车轮和塑料衬板
20161102151459|61|233|昨天买了个U盘下了几十首歌来听
20161102151459|61|234|谁知道正常听了5首以后，后面的歌就放不了了
20161102151459|61|235|我就转到原来听得起的来听谁知道也听不起
20161102151459|61|236|我就把U盘拔出来重试了几次
20161102151459|61|237|不是全部听不起就是听了几首以后就一直跳歌一直听不起
20161102151459|61|238|今天我又换了一个U盘
20161102151459|61|239|这次更麻烦只读起了一次而且还听不起
20161102151459|61|240|后来直接显示无法连接和无文件可读
20161102151459|61|241|打电话给4S，他们说没遇见过我这种情况，要我开去4S看
20161102151459|61|242|我晕160公里，，，想问问坛子里有同学遇见过我这情况吗，
20161102151459|61|243|有高手知道怎么解决吗
20161102151459|61|244|听4S的说他们随便买个几十块的都能听了
20161102151459|61|245|我觉得不是我歌的格式问题
20161102151459|62|246|本人买的是779这款车，cd机这一块不好看，正纠结是换导航还是换高配CD
20161102151459|63|247|听说上海车展2013款m4要上市，等了这么多天，咋办
20161102151459|63|248|新款有没有让人惊喜的地方
20161102151459|64|249|上个月13号去4s谈2.4智能2驱全包价是28万4千8该送的东西都有送
20161102151459|64|250|刚刚接到销售MM的电话说27万7千8可以成交
20161102151459|64|251|不到一个月时间又降了7千大洋，看来五一有好戏看了
20161102151459|64|252|哈哈哈
20161102151459|64|253|(本人第一次去4s当时全包价是29万2千8，一分都没得少，是2月2号的时候)
20161102151459|65|254|?自己去油漆店买了两瓶红色自喷漆(10元一瓶)?师傅帮我拆的轮子自己喷的?师傅说喷一层等10分钟在喷一层我连续反复这样喷了5次刚好两瓶喷完?师傅说这样耐久点?没要工钱就等于花了20元图有点乱望大家将就下
20161102151459|66|255|翼搏改装，某宝能淘到不少装备
20161102151459|66|256|迎宾踏板：45元；AUX转换U盘音频线8-9元（需车辆能够读取U盘方能购买）；镀铬雾灯罩95元，DVD导航2350元，踏板，578元
20161102151459|67|257|买的这种的鲨鱼鳍之前套上试的信号不怎么好自动搜台基本上搜不到?自己手旋能搜到几个以前的天仙长按一下?能搜到好多台?现在都是旋好几个台然后设置123456听长按就搜不到今天自己又加了一圈铜丝在里面??信号还是差不多谁有什么办法能让信号好一点的上图买的这种的
20161102151459|68|258|两个车都是好车，毋庸置疑，指导价相差2万，但目前实际价格是，Q5坚挺，T5优惠3W，实际相差5W
20161102151459|68|259|两车内饰：半斤对八两
20161102151459|68|260|天窗：Q5>T5舒适性配置：Q5>T5环保：T5>Q5，没可比性，本人鼻子对异味反应较强烈
20161102151459|68|261|主动安全配置：T5>Q5被动安全性：T5>Q5，原因不说，进口的好于坑爹的国产
20161102151459|68|262|发动机技术：T5>Q5（账面数据），但实际上从加速性（升功率）、省油、噪音来看，Q5>T5
20161102151459|68|263|操控性：Q5>T5，Q5四驱
20161102151459|68|264|保值率和保养性：Q5>T5本人今年36，高不成，低不就，选车注重车辆安全性和操控性，话说回来，就是纠结T5的四驱，不要说那就买T6撒之类的话，能买的起的话自不必多说
20161102151459|68|265|请各位大侠批评指正
20161102151459|68|266|?
20161102151459|69|267|车身下面黑色塑料刮花有什么办法弄好
20161102151459|70|268|这几天就要去保养了，不知道去哪家4S店好哦
20161102151459|70|269|还有最主要的是我想更新下地图，不知道收不收费的
20161102151459|70|270|??多少钱合理
20161102151459|70|271|知道的麻烦说下?谢谢
20161102151459|71|272|GLS标配的车没有高音喇叭，听音乐总是觉得缺少点高音，事实证明努力没白费，加上去两个高音喇叭后，整体的音质比没有之前提高很多，喇叭是在淘宝买的，六十来块，不贵
20161102151459|71|273|连我车上一体机都能带的动，原车的CD机功率肯定更好
20161102151459|71|274|前两天买一张贵点的CD，音质跟在网上下载自己刻录的差别很大
20161102151459|71|275|开始拆，拆这里要用力撬开
20161102151459|71|276|好大一块泡沫、、、GLS没有预留喇叭线，所以要重新接线
20161102151459|71|277|不拆不知道，一拆吓一跳，我艹，新车发现一排锈点，起亚真的是不负责啊，伤成这样也可以合格出厂
20161102151459|71|278|锈成这样，生气啊
20161102151459|71|279|以前的车留下一个低音炮，还没有空装到K2上，人变懒了，没拥有第一辆的时候有拆车的激情、、、、
20161102151459|72|280|奔腾X80即将登场~
20161102151459|73|281|其他没发现什么，就是那个转向助力的滋滋滋滋的声音挺大
20161102151459|73|282|开起来听不到，原地车里也能听到
20161102151459|74|283|如图，今年上市
20161102151459|75|284|如题，4s销售电话明天有台蓝色自尊可提，（可能）是东莞一提
20161102151459|76|285|本人现在想买一辆2013款手舒，最近逛论坛，现在2013款对原来2010-2012款的瑕疵改正了吗
20161102151459|76|286|1、1、2档难挂难摘，倒档难挂
20161102151459|76|287|2、车轮螺丝容易扭断
20161102151459|76|288|3、停车后排气管滴滴响
20161102151459|76|289|4、车时间长了，发动机噪声变大
20161102151459|76|290|5、空调制冷效果不好
20161102151459|76|291|6、方向左转打死有异响
20161102151459|76|292|7、中控台异响
20161102151459|76|293|8、过不平路时候，后减震咚咚响
20161102151459|76|294|9、部分前车窗雨后不能升降
20161102151459|76|295|10、驾驶座椅高低不舒适
20161102151459|76|296|11、方向盘挡看转速表等视线
20161102151459|76|297|12、佳通轮胎质量差
20161102151459|76|298|13、变速器有异响
20161102151459|76|299|14、加油门有异响
20161102151459|76|300|15、发动机不能启动，需要二次打火
20161102151459|76|301|16、发动机二次打火
20161102151459|76|302|17、偶尔失去动力
20161102151459|76|303|18、加速转速加不上去
20161102151459|76|304|现提这些吧
20161102151459|76|305|希望买2013款并开过一段时间的车主说说，谢谢
20161102151459|77|306|以前看的个帖子是这样写的，说有灰就吹，为什么
20161102151459|78|307|有没人知道插U盘的口在那个位置，在车上找来找去都找不到
20161102151459|78|308|最好附带图片
20161102151459|79|309|??????由于生意的需要年底有了买车的念头，经过一段时间的了解后来看中上海大众帕萨特1.4T尊荣版，2月1号去4S签约交了1000订金，后经过朋友介绍说，说他有认识的朋友在做2级代理.比4S优惠3500，由于急需用车4S要我等2个月才有车，再加上朋友介绍的2级代理多优惠3500，经过朋友的引荐后来我们正式签约.签约时间是本年的2月27号订的白色帕萨特，定金1.05万15天内交车.到了15天还没接到2级经销商的电话，我就主动与其联系，说到了金色叫我去看车，由于本人喜欢的是白色，合同上也清楚的写着订购的是白色车，后来对方以白色车.车源紧张为理由要我再等2个月另一个上海大众4S才有车，因为朋友介绍的，也不好太争执，等了短时间后，因315曝光DSG出问题需要召回，一下心跌落谷底，车子都在召回啦，再加上等车时间要两个月，果断坚决放弃等待，跑到2级经销商与其协商，要求换起亚K5，为了避免退订金的麻烦，首先还是考虑经过2级经销商换车，因2级经销商拿不到我在起亚K5?4S店所谈的价位，当时协商也同意我自己在起亚购买K5，对于订金的事2级经销商称要与上海大众4S协商退还后再退还给我，（注意：推断分析，若2级经销商把订金交给有金色车源的上海大众4S店的话.他还能让我再等2个月到另一个上海大众有白色车提车吗
