fileID|docID|sentID|sentence
-1|20161102142415|50|202|也许这部分人等电汽车上市，且价格合理，就转而买电汽车了，对减少北京空气污染岂不是好事
-1|20161102142415|51|203|???车友们新年快乐
-1|20161102142415|51|204|首先祝车友们阖家幸福
-1|20161102142415|51|205|平安快乐
-1|20161102142415|51|206|恭喜发财
-1|20161102142415|51|207|???2013年从化的迎春花市定在我们平时周末登山的凤云岭公园，8日那天和小康娘俩去逛花市，貌似今年的花市变成了集市，主角鲜花被挤在一旮旯，最热闹滴是美食街
-1|20161102142415|51|208|???不知哪年开始俺们家的年夜饭都在酒店了，不是赶时髦，倒是父母年纪大了，做一餐年夜饭得从早忙到晚，辛苦滴不得了，年轻人厨艺不精又怕麻烦，尽管是在家吃年夜饭那是相当相当的温馨相当相当的热闹
-1|20161102142415|51|209|——酒店的年夜饭也是不错滴——不用洗碗罗
-1|20161102142415|51|210|?
-1|20161102142415|52|211|如题，最近刹车时老是刹车片吱吱响，琢磨着改换了，四万七千公里
-1|20161102142415|53|212|是不是要更换火花塞了，换什么牌子的好些
-1|20161102142415|54|213|马上要首保了，不知道公里数能否超过2500
-1|20161102142415|55|214|小弟最近要买车，看上了2T至尊
-1|20161102142415|55|215|有这么几个问题1小弟在北京，能不能给CC吃92(93)的粗粮,还是必须吃95（97）的，请给位前辈车主解答2小弟觉得CC全系的轮毂都特别丑，30和2t一样，小弟对改装车兴趣不大，不是原厂的东西总觉得别扭，主要是不懂，出去怕被坑，就想问问前辈，原厂能不能给换一个迈腾和帕萨特30fsi上的那种轮毂，如果可以要多少钱
-1|20161102142415|55|216|3最后小弟最近听说一中暴力磨合，不知道是真是假，cc全拿下也要30W了，小弟家工薪阶层，不敢拿这么贵重的东西做实验啊，所以请试过的朋友说说请车主前辈不吝赐教了，谢谢?
-1|20161102142415|58|217|目前还看到其他坛友反映的问题有：1、导航黑屏、CD异响2、后轮壳过低会蹭到3、不吹暖风了http://www.xcar.com.cn/bbs/viewthread.php?tid=185707554、驾驶位地板上有震动http://www.xcar.com.cn/bbs/viewthread.php?tid=185641345、跑偏6、一位车主搜集的优缺点慰问下新车主，希望东标能赶快解惑和解决问题啊，我准备5月份下手的
-1|20161102142415|59|218|高速路上100公里时速跑着，遇一坑，踩刹车减速，避让不了，以7、80公里时速“咚”的压过，右前轮毂变形了，轮胎也鼓包了，第一次换备胎，用了一个小时
-1|20161102142415|59|219|轮胎是不敢用了，不知道轮毂还行不行
-1|20161102142415|60|220|昨天我听一朋友说，每辆车的轮胎气压多少都不一样，而且会影响到耗油的，具体多少才合适
-1|20161102142415|60|221|还有广东佛山地区的，用什么机油会比较好呢
-1|20161102142415|60|222|我听他说机油不要用粘度太大的，不然很耗油，我是新手啥都不懂，求解答
-1|20161102142415|61|223|昨天小三倒车停在家门口，直接下车锁门进屋，半夜下雨，早上出去的时候一看，驾驶位的窗户忘记关了，全都湿了，我想知道驾驶位旁边一降升窗被雨淋了没事吧
-1|20161102142415|62|224|收C30那种前铲子包围前杠一个
-1|20161102142415|62|225|如果各位还有四川建国款包围的话，那就在收驾驶员这边的侧群包围一个
-1|20161102142415|62|226|谢谢各位了
-1|20161102142415|62|227|由于我的包围磕破了，所以在此发贴收包围，，价格要便宜啊
-1|20161102142415|62|228|各位
-1|20161102142415|63|229|泡论坛几个月了
-1|20161102142415|63|230|想五六月提车
-1|20161102142415|63|231|..现在看好
-1|20161102142415|63|232|新风云2??东风H30扣肉丝??该买那款好呀
-1|20161102142415|63|233|经济条件还不怎么好
-1|20161102142415|63|234|跟老婆一起月入8K有房
-1|20161102142415|63|235|今年生的女儿才四个月
-1|20161102142415|63|236|感觉没啥压力
-1|20161102142415|63|237|虽然经济条件不怎么样，但是丈母娘答应买车掏一半
-1|20161102142415|63|238|所以就动了买车的念头
-1|20161102142415|63|239|本来是打算过两年买的
-1|20161102142415|63|240|驾照也是去年花一万直接搞定的
-1|20161102142415|63|241|大家推荐下八万内能落地的什么车好点
-1|20161102142415|63|242|?纠结、纠结
-1|20161102142415|63|243|纠结
-1|20161102142415|64|244|兄弟我1·12订车······1·21拿车~~~照片已有一大堆··哪天放出来，看官们全当餐前小吃开开胃~~~以前滴心上人是H6和S6~~·傻乎乎滴等了2个月哦2个月~~主要是2·4自动波H6真没有货拿啊~~一把鼻涕就挥挥手不带走一点4SMM滴靓影~~听老婆听小舅子听爸爸听妈妈听岳父听岳母听宝贝听4SMM还有一点点自己滴心声~~就无情滴把犹如水蛇腰滴靓3狠狠滴占为己有~~~现在常常自我教育自己~~~已有小娇娘··不许乱天性~~~此时此刻长衫长裤储墅村口我欲放歌自我熏陶~~~咳咳咳··一阵手忙脚乱··依然··依然·还是犹如寂静岭~~记忆有一兄台发帖广而告之普及过我等非技术控之流~~可欲找之有如妈妈的黑头发~~~现祝35大家庭滴兄兄弟弟姐姐妹妹老表老姨帅哥靓姐靚妹子们新年喜气大吉大利~~~有懂之技术滴欲传授传授~~~~哈哈哈~~小三~~男人滴天堂··女人滴追求
-1|20161102142415|64|245|思想纯洁者请自动面壁~~~35秒~~不是12秒哦
-1|20161102142415|64|246|《鄙人还是原车CD~~2·0滴精>
-1|20161102142415|65|247|这样的情况是自认倒霉吗?
-1|20161102142415|66|248|现在小5有优惠吗
-1|20161102142415|66|249|能优惠多少
-1|20161102142415|67|250|大家新年好
-1|20161102142415|67|251|rt，呵呵
-1|20161102142415|68|252|首先给各位车友拜年了，祝大家从今以后不被交警叔叔敬礼、不被保险公司拉黑、不被无良司机亲热、不被顽皮小孩暗算······哈哈自尊1.6,11月28日提车，到今天跑了将近3200公里
-1|20161102142415|68|253|因为磨合期，也懒得去算油耗
-1|20161102142415|68|254|最近一箱油才开始算，用的最靠谱的跳枪法
-1|20161102142415|68|255|加油前，公里数2768，直接加到跳枪
-1|20161102142415|68|256|今天油表还剩一格，公里数是3175，又加到跳枪，正好加了300元跳枪（7.46元/升）
-1|20161102142415|68|257|一算，这箱油平均油耗0.7371元/公里
-1|20161102142415|68|258|这个油耗不低啊·····跑了407公里
-1|20161102142415|68|259|其中下乡两趟，国道一趟，高速连接线一趟，总里程约140公里
-1|20161102142415|68|260|平均时速60——90码
-1|20161102142415|68|261|网站一查，还超速一次被拍照（我哭········200米、扣3分·····）其余基本为市区路
-1|20161102142415|68|262|过年市区路爆堵，记得有一次走走停停堵了将近20分钟
-1|20161102142415|68|263|其余堵几分钟的三四次，平均时速应该不到20公里，几乎全部开空调，外加热车
-1|20161102142415|68|264|驾驶风格有点偏激烈
-1|20161102142415|68|265|?不知道大家觉得这个油耗怎么样
-1|20161102142415|68|266|还有多少下降的空间
-1|20161102142415|68|267|有什么好的省油方法大家交流一下拉
-1|20161102142415|68|268|毕竟买这个车，经济性是占很大份量的
-1|20161102142415|69|269|放弃x1买了i35
-1|20161102142415|70|270|?买车之前看到很多车子上有壁虎车标回来百度晓得意思了.....So卓越亚马逊28块买了俩【车德克的】（一个贴在我哥伊兰特上了遮住一点划痕嘿嘿不要以为有壁虎的车都是为了装饰...下面说不定有一道儿刻骨铭心的划痕....）筒子们发现木有------很多壁虎尾巴就是一个弯不喜欢那样的就买了这个....（为了显示壁虎效果【雾灯罩子也很好看哈....】车牌爆光了-?-#希望论坛里的其他308车友?看见我了闪光或者滴滴几声哈）---提车一个月回来的时候是600+Km回一趟河南老家（1188公里）平均油耗8.2左右...（距离论坛7.+的大神还有一定距离....）回一趟老家脚疼腿痛...受不了鸟....So驱车带着哥们儿去了308河南群里的大神---致远店子里加了巡航....----------》快瞧致远的店子
-1|20161102142415|70|271|那天去的时候还见了群里的...雪（钢琴教师她和致远大神都没有抓怕.......）?????????????????????????????-----------------效果图----------------------?说一下使用最右边的中间是停止上面限速没用（LZ1.6MT的）转到下面开启（下面有效果图）加油到一定速度（40km以上）点一下+号下面可以开始解放油门踏板了左端中间是暂停按键+/-慢按每次+/-1km长按是5km....刚开始老抓着大灯那个手柄按....半天没反应.......??——b----------------------使用中的抓怕（白天高速目测前后没有车用只有500w像素爪机拍的....想拍的同学注意安全哈.....）????说明一下这个设置数据跟实际仪表盘有5km的误差.....（别问为什么我也不知道想想制导导弹...那么高级的玩意儿都有误差释然吧....）这个应该是设置的112...设置115的话可以指到120....我看了一下行车信息油耗最低的时候7.5（抓拍图失败不上图了...望原谅
-1|20161102142415|70|272|）今天又看尼玛跑到8.1左右了.....3000km磨合期总结：1.眼观六路----预测判断能力很重要比如前面车刹车你就老远也跟着刹车准没错....还有遇到红灯（我的MT车）提前空挡溜过去当然速度也别太快哈2.找准转速--换挡这个找准貌似说的绝对了刚开始2000换挡?后来膜拜了很多大神帖子改为2300-2500左右换挡油耗明显下降3.没事不要拉重物车子越轻越省油（貌似都知道）我后备箱带了一个纸箱里面是洗车工具----随时准备在合适的地点蹭地儿蹭水洗车......（不要鄙视我??我家在5楼被逼的.....）4.勤检查轮胎压力（比如你要跑个长高速可以比平时多个0.1压还是可有好处的）5.看看自己的肚子.....那啥你懂的吧....哈哈哈??????????----------------------------------END------------------------------------?这样结尾貌似没意思上两张回老家亲戚家拍的吧三只羊才出生三个月......（ps-请无视右边这个5.3寸的GalaxyNote2--我会告诉你这是我老姐加班两天老板给的吗...）中间的混搭色很是亮骚?你说它妈是白色的怎么就.....难道........艾玛涉及到DNA染色体这里面情况太复杂了.......最后问一下大神们?下面那个地方漏水有事吗
-1|20161102142415|71|273|坛子里有兄弟姐妹换过后视镜上转向灯罩的啊今天去拜年，车停在楼下围墙边，在楼上看到一骑电瓶车的人把我的小8给撞了，跑下楼发现转向灯罩给撞了个洞，郁闷的是那人给躲到村子里了，找了一圈未找到人，郁闷死了
-1|20161102142415|71|274|换过的人能提供个价位吗
-1|20161102142415|71|275|小弟我的是白色1.6AT
-1|20161102142415|72|276|车子过年前就应该二保了，前几天比较忙，加上过年又跑了几趟，现在1W公里过点，去二保没问题吧
-1|20161102142415|73|277|昨晚,回家路上,在一直角拐弯时和一辆出租车会车,由于光线暗,没有看清,方向多打了一点,车右边蹭到了马路牙子,伤到了车的裙边!不知道修复需要多少米,需不需要报保险,请有经验的TX指教!先谢谢了!
-1|20161102142415|74|278|初七八决定去看车，白色中规4000TX--N，心里价位是希望优惠4万就行，本地不行，就去北京看看，最好有现车
-1|20161102142415|74|279|还望大家支持，提车后上详细作业（汽车论坛，以车会友，装X人士，请勿多言）
-1|20161102142415|75|280|乳化了，如果是机油不行，换机油就得了吧，干嘛要阉割
